"charged_off","num_seq","maxDue","times_pastdue","annual_income","num_of_accounts","debt_to_income","risk_group","co_app","own_home","ach_billing_type_desc","ContactsMade_Inbound","ContactsMade_Outbound","Made_Promise","Trust","ach_billing","ach_onetime","ach_recurring","ach_none"
"0",11,13,1,101832,6,0.129625265142588,4,0,1,"One-Time",6,0,0,NA,0,1,0,0
"1",14,43,3,65664,9,0.35575,11,0,1,"Recurring",1,3,0,NA,0,0,1,0
"0",19,0,0,91000,4,0.269247461157886,13,0,1,"Recurring",0,5,0,NA,0,0,1,0
"0",7,74,3,59800,6,0.14832487070623,1,1,1,"Recurring",10,9,0,NA,0,0,1,0
"1",7,13,2,93600,7,0.01,12,0,0,"One-Time",10,3,0,NA,0,1,0,0
"1",5,27,2,59800,14,0.0947087594486438,12,1,1,"Recurring",3,1,0,NA,0,0,1,0
"0",14,0,0,42458,8,0.0250793821645767,6,1,1,"Recurring",1,6,0,NA,0,0,1,0
"0",5,0,0,114400,30,0.0694429875170461,9,0,1,"Recurring",1,0,0,NA,0,0,1,0
"1",5,13,1,35784,4,0.177018202028623,12,0,1,"Recurring",0,2,0,NA,0,0,1,0
"0",2,10,0,52000,9,0.130516570044129,7,0,0,"No ACH",1,0,0,NA,0,0,0,1
"0",7,13,1,121800,18,0.130516570044129,11,0,0,"Billing",1,4,0,NA,1,0,0,0
"1",14,0,0,51240,2,0.0297423887587822,7,0,1,"Recurring",2,2,0,NA,0,0,1,0
"0",6,12,0,59800,10,0.130516570044129,3,0,1,"Recurring",2,1,0,NA,0,0,1,0
"1",5,10,2,26000,10,0.0952647800504343,14,0,0,"Recurring",0,0,0,NA,0,0,1,0
"1",14,0,0,65000,2,0.0743381763080488,10,0,0,"One-Time",1,0,0,NA,0,1,0,0
"0",7,0,0,75400,13,0.189708222811671,10,0,1,"Recurring",7,0,0,NA,0,0,1,0
"1",11,0,0,37128,9,0.313995215311005,8,1,1,"Recurring",0,2,0,NA,0,0,1,0
"1",10,13,1,120000,7,0.272749522737285,15,0,0,"Recurring",2,0,0,NA,0,0,1,0
"1",6,0,0,37800,16,0.0795970002963233,12,0,0,"Billing",1,1,0,NA,1,0,0,0
"0",9,0,0,40344,9,0.138341770536436,7,0,0,"Recurring",2,4,0,NA,0,0,1,0
"1",15,0,0,46800,8,0.0484387985278404,6,0,1,"Recurring",0,0,0,NA,0,0,1,0
"1",11,0,0,29848,8,0.203583320120501,16,0,0,"One-Time",3,0,0,NA,0,1,0,0
"0",11,0,0,59800,7,0.208234636574136,15,1,0,"One-Time",0,0,0,NA,0,1,0,0
"0",21,0,0,79638,6,0.117287556733924,5,0,0,"Recurring",1,3,0,NA,0,0,1,0
"1",7,0,0,60080,11,0.0829229883301407,15,0,0,"One-Time",6,0,0,NA,0,1,0,0
"1",3,10,0,44200,9,0.27413925196759,13,0,0,"No ACH",0,3,0,NA,0,0,0,1
"0",6,0,0,44664,7,0.239023906358496,10,0,0,"Billing",2,1,1,0.666666666666667,1,0,0,0
"0",18,0,0,19500,4,0.35639180962922,13,0,0,"Recurring",0,3,0,NA,0,0,1,0
"1",6,0,0,41600,6,0.180271127776175,12,0,0,"Recurring",0,0,0,NA,0,0,1,0
"1",9,0,0,56992,5,0.130516570044129,11,0,1,"Billing",0,1,0,NA,1,0,0,0
"0",5,0,0,104988,4,0.202425450618822,5,0,1,"One-Time",4,10,1,0.857142857142857,0,1,0,0
"1",3,13,1,70200,4,0.11663970327112,8,0,0,"Recurring",0,0,0,NA,0,0,1,0
"0",12,0,0,59800,5,0.167295517042911,13,0,0,"One-Time",5,0,0,NA,0,1,0,0
"1",11,24,2,44720,12,0.17242915701301,13,0,1,"Recurring",0,3,0,NA,0,0,1,0
"0",6,13,2,54600,12,0.0206593406593407,7,0,1,"One-Time",3,1,0,NA,0,1,0,0
"0",9,74,6,86928,5,0.130516570044129,11,0,1,"One-Time",0,2,0,NA,0,1,0,0
"1",12,66,5,94276,15,0.179001857193662,12,1,1,"Recurring",0,7,0,NA,0,0,1,0
"1",7,74,3,59800,8,0.139679588785954,1,0,1,"Recurring",0,1,0,NA,0,0,1,0
"1",8,66,5,106600,11,0.103621424223981,3,1,1,"Billing",1,3,0,NA,1,0,0,0
"0",8,0,0,41460,7,0.120438389406908,11,0,1,"One-Time",5,5,0,NA,0,1,0,0
"1",12,10,0,41600,11,0.130516570044129,7,0,1,"Recurring",2,0,0,NA,0,0,1,0
"0",22,0,0,88400,6,0.00276923076923077,13,0,0,"Recurring",7,2,1,0.375,0,0,1,0
"1",6,0,0,143640,15,0.0712020385341619,15,0,1,"Recurring",4,0,0,NA,0,0,1,0
"0",16,0,0,72800,7,0.534201417504533,9,0,0,"Recurring",2,2,0,NA,0,0,1,0
"0",24,0,0,66960,7,0.117946262940578,11,0,0,"Recurring",1,0,0,NA,0,0,1,0
"0",10,38,3,31460,7,0.195972379026965,10,0,1,"Recurring",4,1,0,NA,0,0,1,0
"1",11,24,2,23400,3,0.0314885496183206,13,0,1,"Recurring",1,0,0,NA,0,0,1,0
"0",8,0,0,18480,10,0.213774104683196,16,0,1,"Billing",1,4,0,NA,1,0,0,0
"0",10,10,0,41600,12,0.428324199596193,11,0,0,"Recurring",0,0,0,NA,0,0,1,0
"1",9,0,0,78000,10,0.157563192727853,2,1,1,"Recurring",5,4,0,NA,0,0,1,0
"0",5,0,0,45840,5,0.269870310703819,6,0,1,"Recurring",1,3,0,NA,0,0,1,0
"1",8,0,0,23184,10,0.287151416524891,11,1,1,"Recurring",0,0,0,NA,0,0,1,0
"0",9,10,0,6324,12,0.130516570044129,6,1,1,"Recurring",0,2,0,NA,0,0,1,0
"1",5,13,1,61282,5,0.0280700345353787,8,1,1,"Recurring",0,0,0,NA,0,0,1,0
"1",12,44,3,24000,5,0.335629892403764,12,0,1,"Recurring",2,5,0,NA,0,0,1,0
"0",21,0,0,91000,7,0.0921728531212816,7,0,0,"Recurring",3,3,0,NA,0,0,1,0
"0",21,0,0,37700,5,0.14667730991818,16,0,1,"Recurring",1,3,0,NA,0,0,1,0
"0",4,3,0,29196,7,0.130516570044129,11,0,1,"Recurring",1,0,0,NA,0,0,1,0
"0",13,0,0,74400,9,0.0964240990677612,5,0,0,"Recurring",3,0,0,NA,0,0,1,0
"0",11,0,0,33800,3,0.180666691948879,4,0,1,"Billing",2,5,0,NA,1,0,0,0
"0",6,0,0,93432,5,0.130516570044129,11,0,1,"Recurring",0,1,0,NA,0,0,1,0
"0",20,0,0,54730,8,0.160929620697216,14,0,1,"One-Time",2,0,0,NA,0,1,0,0
"0",12,0,0,54600,5,0.092967032967033,6,0,1,"Recurring",3,0,0,NA,0,0,1,0
"0",8,0,0,45932,5,0.157784743991641,6,0,1,"Recurring",2,6,0,NA,0,0,1,0
"1",9,44,2,120000,11,0.172168652896621,7,0,1,"Recurring",7,1,0,NA,0,0,1,0
"1",6,74,3,46007,4,0.0199063231850117,7,0,0,"Recurring",0,9,0,NA,0,0,1,0
"1",4,10,0,54600,4,0.130516570044129,4,0,0,"Recurring",2,1,0,NA,0,0,1,0
"1",4,0,0,47148,5,0.16035971676507,8,0,0,"One-Time",9,1,0,NA,0,1,0,0
"1",11,13,4,69744,10,0.133303237456468,12,0,0,"One-Time",3,0,0,NA,0,1,0,0
"0",9,13,1,42484,15,0.163261463139064,16,1,1,"Billing",6,5,0,NA,1,0,0,0
"0",9,27,2,54600,21,0.106742069453035,7,1,1,"Recurring",4,0,0,NA,0,0,1,0
"0",6,13,3,78000,7,0.0598309608540925,13,0,1,"One-Time",4,3,0,NA,0,1,0,0
"1",4,12,0,28380,8,0.130516570044129,6,0,1,"Recurring",0,1,0,NA,0,0,1,0
"0",9,10,6,59800,9,0.145555870407103,2,1,1,"Recurring",4,2,0,NA,0,0,1,0
"0",6,10,3,64142,10,0.0967597431685829,14,1,0,"Recurring",3,0,0,NA,0,0,1,0
"1",12,0,0,66600,9,0.309951845906902,1,0,0,"Recurring",0,6,0,NA,0,0,1,0
"0",10,0,0,28284,11,0.040037873664277,14,0,0,"Billing",1,0,0,NA,1,0,0,0
"1",10,105,7,58512,4,0.319729286300246,13,0,1,"Billing",0,6,0,NA,1,0,0,0
"1",18,0,0,96000,7,0.404997714459851,15,0,0,"Billing",1,2,0,NA,1,0,0,0
"0",13,0,0,76800,6,0,7,0,0,"Recurring",0,0,0,NA,0,0,1,0
"1",14,0,0,58408,7,0.18375376858744,14,0,1,"Recurring",9,2,0,NA,0,0,1,0
"0",22,0,0,66000,5,0.150367881948023,16,0,0,"Recurring",1,7,0,NA,0,0,1,0
"1",14,0,0,59800,5,0.101159946342618,9,0,1,"Recurring",2,8,0,NA,0,0,1,0
"1",3,13,0,59800,20,0.204157913052444,15,0,0,"No ACH",0,1,0,NA,0,0,0,1
"0",11,0,0,66456,7,0.118143913920646,11,0,0,"Recurring",5,3,0,NA,0,0,1,0
"1",8,0,0,59800,6,0.0287367790860108,14,0,0,"Recurring",2,0,0,NA,0,0,1,0
"0",5,0,0,59800,14,0.130516570044129,9,1,1,"Recurring",10,7,0,NA,0,0,1,0
"0",15,0,0,78000,5,0.155270875135052,13,0,0,"Recurring",2,0,0,NA,0,0,1,0
"0",8,0,0,80808,6,0.0806355806355806,5,0,0,"Recurring",7,4,0,NA,0,0,1,0
"1",18,0,0,94770,8,0.30336794125095,6,0,0,"Recurring",1,0,0,NA,0,0,1,0
"1",5,0,0,51600,6,0.221864499492068,7,0,1,"Recurring",1,1,0,NA,0,0,1,0
"1",5,74,2,41600,6,0.170464378425151,8,0,0,"Billing",0,1,0,NA,1,0,0,0
"0",9,13,1,35360,5,0.127926705123855,13,0,0,"One-Time",2,0,0,NA,0,1,0,0
"1",9,10,2,29120,10,0.232829605325425,16,0,0,"One-Time",4,0,0,NA,0,1,0,0
"1",5,0,0,135200,5,0.130516570044129,11,0,0,"Recurring",0,1,0,NA,0,0,1,0
"0",10,0,0,36088,8,0.202859993348853,15,0,0,"One-Time",0,1,0,NA,0,1,0,0
"0",9,10,6,67600,5,0.136516953665897,4,0,0,"Recurring",1,2,1,1,0,0,1,0
"0",4,0,0,59800,9,0.334458569151806,3,1,1,"Recurring",4,3,0,NA,0,0,1,0
"0",3,10,0,48000,7,0.130516570044129,12,0,1,"No ACH",2,0,0,NA,0,0,0,1
"1",2,10,0,90000,4,0.130516570044129,15,0,0,"No ACH",0,4,0,NA,0,0,0,1
"0",6,44,2,65000,7,0.117777367546613,12,0,0,"Recurring",1,10,0,NA,0,0,1,0
"1",12,12,0,23660,9,0.130516570044129,7,0,0,"Recurring",3,4,0,NA,0,0,1,0
"1",9,0,0,44200,4,0.102227688943556,12,0,0,"One-Time",0,0,0,NA,0,1,0,0
"1",10,0,0,65000,10,0.159128669004984,10,0,1,"Recurring",0,0,0,NA,0,0,1,0
"1",10,94,7,65000,6,0.112024679766615,10,1,0,"Billing",0,0,0,NA,1,0,0,0
"1",9,52,4,25480,13,0.130516570044129,11,0,0,"One-Time",1,0,0,NA,0,1,0,0
"1",6,0,0,33800,9,0.0268836521187784,14,0,1,"Recurring",4,0,0,NA,0,0,1,0
"0",2,13,0,24000,7,0.130516570044129,17,0,1,"No ACH",1,2,0,NA,0,0,0,1
"1",4,10,0,31200,14,0.224255928696483,11,1,1,"One-Time",10,0,0,NA,0,1,0,0
"1",19,0,0,102700,9,0.094348676682293,15,0,0,"One-Time",6,0,0,NA,0,1,0,0
"0",11,0,0,99200,3,0.0460590447012951,16,0,1,"Billing",2,0,0,NA,1,0,0,0
"0",4,24,0,104000,8,0.130516570044129,9,0,0,"Recurring",10,4,1,0.583333333333333,0,0,1,0
"1",12,13,1,63000,2,0.118666666666667,4,0,0,"Recurring",1,4,0,NA,0,0,1,0
"0",3,10,0,43290,15,0.130516570044129,11,0,1,"No ACH",0,2,0,NA,0,0,0,1
"0",11,0,0,78000,12,0.00980805333128999,2,0,1,"Recurring",0,4,0,NA,0,0,1,0
"1",7,0,0,79544,11,0.130516570044129,5,0,1,"Recurring",5,1,0,NA,0,0,1,0
"0",4,0,0,86840,3,0.130516570044129,11,0,1,"Recurring",0,1,0,NA,0,0,1,0
"1",8,74,5,72800,2,0.223765674596939,10,0,0,"Recurring",0,4,0,NA,0,0,1,0
"0",9,0,0,59800,10,0.130516570044129,11,0,0,"One-Time",2,3,0,NA,0,1,0,0
"0",7,12,0,62400,12,0.203137825824338,13,0,0,"One-Time",6,2,0,NA,0,1,0,0
"0",14,0,0,106600,9,0.139579122577577,12,0,1,"Recurring",3,1,0,NA,0,0,1,0
"1",3,13,0,80662.4,13,0.130516570044129,8,0,0,"Recurring",7,0,0,NA,0,0,1,0
"1",11,0,0,40300,11,0.0776250433175465,5,0,0,"Recurring",4,3,0,NA,0,0,1,0
"1",11,0,0,46176,5,0,12,1,1,"One-Time",1,3,0,NA,0,1,0,0
"0",7,13,1,59800,12,0.0119941742582174,14,0,1,"Recurring",6,2,0,NA,0,0,1,0
"1",20,0,0,57200,12,0.101344464398389,13,0,0,"Recurring",0,2,0,NA,0,0,1,0
"0",10,0,0,59800,5,0.076328125,5,0,1,"One-Time",2,0,0,NA,0,1,0,0
"0",7,13,4,61724,8,0.241014214368037,15,0,0,"Recurring",6,1,0,NA,0,0,1,0
"0",8,0,0,33396,5,0.147840900674024,13,0,1,"Billing",3,3,0,NA,1,0,0,0
"0",10,10,0,89700,4,0.130516570044129,17,0,1,"Recurring",1,1,0,NA,0,0,1,0
"1",10,0,0,99620,4,0.148397976391231,4,0,0,"Recurring",1,0,0,NA,0,0,1,0
"0",3,10,0,88400,5,0.130516570044129,17,0,0,"No ACH",2,1,0,NA,0,0,0,1
"1",9,66,6,43628,7,0.193619361936194,16,0,1,"Recurring",0,2,0,NA,0,0,1,0
"1",6,13,1,36400,6,0.23360029628258,9,0,0,"Recurring",3,5,0,NA,0,0,1,0
"1",2,10,0,59800,5,0.130516570044129,11,0,1,"No ACH",0,0,0,NA,0,0,0,1
"0",12,0,0,59800,9,0.237428690691526,11,0,1,"Recurring",1,4,0,NA,0,0,1,0
"0",4,12,0,31200,6,0.264272187586442,6,1,0,"Recurring",1,4,0,NA,0,0,1,0
"0",7,13,1,43680,9,0.090658773318648,13,1,1,"Recurring",1,4,0,NA,0,0,1,0
"1",7,0,0,59800,8,0.0832041863741572,4,0,1,"Recurring",2,8,0,NA,0,0,1,0
"0",6,0,0,68800,7,0,16,0,1,"Recurring",10,3,1,0.583333333333333,0,0,1,0
"1",4,44,2,23328,10,0.130516570044129,11,1,0,"Recurring",0,1,0,NA,0,0,1,0
"1",7,13,4,25508,8,0.0947015550796163,16,0,1,"One-Time",8,1,0,NA,0,1,0,0
"1",15,0,0,19020,7,0.0894381620703527,10,1,1,"One-Time",2,1,0,NA,0,1,0,0
"0",11,57,4,65260,5,0.135987078622414,7,0,1,"Recurring",7,1,0,NA,0,0,1,0
"0",13,0,0,45500,13,0.130516570044129,11,0,1,"Recurring",1,3,0,NA,0,0,1,0
"0",8,0,0,90000,5,0.259685130684988,8,0,1,"Recurring",1,3,0,NA,0,0,1,0
"1",10,0,0,32400,18,0.153761129874117,11,1,1,"Recurring",2,0,0,NA,0,0,1,0
"1",7,12,0,53976,10,0.369221944262974,14,0,1,"Recurring",0,0,0,NA,0,0,1,0
"0",5,0,0,44460,5,0.130516570044129,11,0,1,"Recurring",2,5,0,NA,0,0,1,0
"0",11,0,0,59304,7,0.105884073514357,10,0,1,"Recurring",1,3,0,NA,0,0,1,0
"1",10,0,0,52000,6,0.382414031848604,8,0,0,"Recurring",0,2,0,NA,0,0,1,0
"1",7,13,1,71600,10,0.252787448768234,16,0,1,"Recurring",1,0,0,NA,0,0,1,0
"1",7,0,0,49452,12,0.0502885408079143,6,1,1,"One-Time",2,6,0,NA,0,1,0,0
"0",8,0,0,59800,6,0.0993693201569251,9,0,1,"Recurring",1,4,0,NA,0,0,1,0
"0",11,0,0,59800,5,0.0988307260967917,16,0,0,"Recurring",10,6,0,NA,0,0,1,0
"1",8,12,1,31400,10,0.165438554789636,13,0,1,"One-Time",4,2,0,NA,0,1,0,0
"1",7,13,1,52576,3,0.108408989432951,14,0,0,"Recurring",0,6,0,NA,0,0,1,0
"0",9,0,0,72800,11,0.0684180652157338,14,1,1,"One-Time",10,1,1,0.888888888888889,0,1,0,0
"0",10,0,0,69732,5,0.280920029467136,14,0,1,"Recurring",2,0,0,NA,0,0,1,0
"1",7,0,0,109200,3,0.0917176559641708,1,0,1,"Billing",0,1,0,NA,1,0,0,0
"1",6,12,0,130000,7,0.130516570044129,2,1,1,"Recurring",6,5,0,NA,0,0,1,0
"0",19,0,0,63852,6,0.0149224035017907,10,1,1,"One-Time",8,5,1,1,0,1,0,0
"1",18,0,0,41600,3,0.0954715892702625,9,0,0,"One-Time",3,5,0,NA,0,1,0,0
"1",11,0,0,27560,4,0.116238572050501,15,0,0,"Recurring",1,5,0,NA,0,0,1,0
"0",18,0,0,59800,6,0.254531087954961,12,0,1,"One-Time",4,1,0,NA,0,1,0,0
"0",13,0,0,59800,8,0,14,0,0,"Recurring",1,3,0,NA,0,0,1,0
"0",8,0,0,38184,8,0.130516570044129,11,0,0,"Recurring",2,0,0,NA,0,0,1,0
"0",7,0,0,42024,4,0.175632618660966,12,0,1,"One-Time",2,4,0,NA,0,1,0,0
"1",3,13,0,37836,4,0.130516570044129,11,0,1,"Recurring",1,1,0,NA,0,0,1,0
"1",8,24,2,28886,10,0.288123682361209,15,1,0,"Recurring",0,8,0,NA,0,0,1,0
"1",7,0,0,114240,5,0.0444327731092437,6,0,1,"One-Time",1,2,0,NA,0,1,0,0
"1",21,0,0,104000,5,0.0116757442758183,10,0,0,"Recurring",0,1,0,NA,0,0,1,0
"0",8,0,0,98800,7,0.256644518272425,9,0,1,"One-Time",1,3,0,NA,0,1,0,0
"1",9,43,3,60000,9,0.259199097877596,14,0,0,"One-Time",2,3,0,NA,0,1,0,0
"0",10,0,0,60800,6,0.0587819867470061,1,0,1,"Recurring",6,0,0,NA,0,0,1,0
"0",11,0,0,107796,4,0.052988979182901,6,0,0,"Recurring",1,4,0,NA,0,0,1,0
"1",6,43,3,54600,9,0.120623985692048,14,0,1,"One-Time",0,0,0,NA,0,1,0,0
"0",3,10,0,36400,5,0.130516570044129,5,0,1,"No ACH",5,2,0,NA,0,0,0,1
"0",4,0,0,62600,5,0.121651821862348,15,0,1,"Recurring",1,1,0,NA,0,0,1,0
"1",10,10,1,62400,4,0.149807692307692,7,0,1,"Recurring",0,1,0,NA,0,0,1,0
"0",12,0,0,67600,6,0.130516570044129,7,0,1,"Recurring",2,3,0,NA,0,0,1,0
"1",6,43,2,33800,3,0.170346026119724,6,0,0,"Recurring",1,7,0,NA,0,0,1,0
"1",9,0,0,70320,11,0.123787574409347,8,0,1,"Billing",1,3,0,NA,1,0,0,0
"1",5,0,0,59800,5,0.130516570044129,9,0,0,"Billing",0,0,0,NA,1,0,0,0
"0",6,13,4,67200,9,0.0692857142857143,11,0,0,"One-Time",5,5,0,NA,0,1,0,0
"1",9,52,4,59800,19,0.122137404580153,11,0,0,"Recurring",0,5,0,NA,0,0,1,0
"0",19,0,0,59800,11,0,1,0,1,"Recurring",1,3,0,NA,0,0,1,0
"1",8,0,0,69472,6,0.036774426150703,5,1,1,"Recurring",10,1,0,NA,0,0,1,0
"1",9,60,4,51272,9,0.122630470395507,8,0,0,"Recurring",0,3,0,NA,0,0,1,0
"0",6,13,1,60000,12,0.19444399238368,6,1,1,"One-Time",2,0,0,NA,0,1,0,0
"0",10,0,0,16776,4,0.0304598262227863,8,0,0,"Recurring",5,6,0,NA,0,0,1,0
"1",12,0,0,73992,5,0.453652736800388,9,0,1,"Recurring",5,7,0,NA,0,0,1,0
"0",7,12,0,43888,5,0.130516570044129,15,0,0,"One-Time",5,2,1,0.666666666666667,0,1,0,0
"0",9,24,6,106600,5,0.0712597095575819,2,0,0,"Recurring",10,8,0,NA,0,0,1,0
"1",7,0,0,54600,6,0,13,0,0,"Recurring",0,0,0,NA,0,0,1,0
"0",5,0,0,59800,4,0.294738910448494,15,0,1,"Recurring",8,1,0,NA,0,0,1,0
"0",19,0,0,78520,3,0.132660858933211,5,0,0,"Billing",1,0,0,NA,1,0,0,0
"0",10,12,2,74672,4,0.130483689538808,1,0,1,"One-Time",10,0,0,NA,0,1,0,0
"0",6,0,0,42204,9,0.130516570044129,11,1,0,"One-Time",5,1,0,NA,0,1,0,0
"0",20,0,0,80392,10,0.164459607933846,8,1,1,"Recurring",1,3,0,NA,0,0,1,0
"0",6,3,0,41600,2,0.302567060859533,9,0,0,"Recurring",3,0,0,NA,0,0,1,0
"0",9,10,6,115622,6,0.0236637259989621,5,0,1,"Recurring",2,0,0,NA,0,0,1,0
"0",15,0,0,1,10,0.116669743400406,7,1,1,"Recurring",1,3,0,NA,0,0,1,0
"0",3,0,0,82200,13,0.0486514388953413,12,0,1,"One-Time",2,2,0,NA,0,1,0,0
"1",13,0,0,59800,5,0,12,0,0,"One-Time",2,0,0,NA,0,1,0,0
"1",6,0,0,90000,8,0.12464874578638,5,0,0,"Recurring",0,0,0,NA,0,0,1,0
"1",8,0,0,53280,8,0.0684117840193415,10,0,1,"Recurring",1,0,0,NA,0,0,1,0
"1",8,0,0,56440,16,0.0309600499975963,16,0,0,"Billing",10,9,0,NA,1,0,0,0
"1",6,0,0,59800,17,0.0787536514118793,16,1,1,"Billing",0,0,0,NA,1,0,0,0
"1",6,0,0,84000,10,0.176226977149708,15,0,1,"Recurring",0,5,0,NA,0,0,1,0
"0",3,3,0,50000,16,0.130516570044129,10,1,1,"No ACH",1,0,0,NA,0,0,0,1
"1",5,0,0,31900,4,0.130516570044129,4,0,1,"Billing",2,1,0,NA,1,0,0,0
"0",9,0,0,94192,9,0.292046750285063,14,0,1,"Billing",9,3,0,NA,1,0,0,0
"1",8,96,2,79716,8,0.112900797832305,8,0,1,"Recurring",0,0,0,NA,0,0,1,0
"1",7,0,0,52,5,0.130516570044129,13,1,1,"Recurring",2,1,0,NA,0,0,1,0
"0",10,0,0,31040,11,0.149035381508843,15,1,1,"One-Time",1,4,0,NA,0,1,0,0
"1",9,10,2,70200,16,0.123282051282051,3,1,0,"One-Time",4,2,0,NA,0,1,0,0
"1",6,0,0,94110,5,0.118874746465211,7,0,1,"Recurring",3,3,0,NA,0,0,1,0
"1",5,0,0,59800,11,0.130516570044129,11,0,1,"Recurring",0,3,0,NA,0,0,1,0
"0",4,3,0,52000,10,0.130516570044129,14,0,1,"Recurring",2,0,0,NA,0,0,1,0
"0",17,0,0,119200,10,0.127730253666981,12,0,1,"Recurring",4,5,0,NA,0,0,1,0
"1",10,10,7,59800,7,0.218695652173913,16,0,1,"One-Time",10,6,0,NA,0,1,0,0
"0",5,0,0,73344,7,0.122382107522512,5,0,1,"One-Time",5,0,0,NA,0,1,0,0
"1",8,13,0,62400,25,0.13477183202888,12,1,1,"Recurring",2,1,0,NA,0,0,1,0
"1",6,0,0,37200,7,0.0987103772447873,16,0,1,"Recurring",1,7,0,NA,0,0,1,0
"0",12,0,0,80600,16,0.130516570044129,11,0,0,"One-Time",2,1,0,NA,0,1,0,0
"1",5,0,0,59800,18,0.184055955667172,15,0,1,"Billing",6,6,0,NA,1,0,0,0
"0",8,0,0,59982,5,0.200640128025605,11,0,1,"Recurring",1,3,0,NA,0,0,1,0
"0",12,0,0,73848,7,0.366108688516903,13,0,0,"Recurring",2,4,0,NA,0,0,1,0
"1",3,13,1,31800,5,0.130516570044129,11,0,1,"Recurring",0,10,0,NA,0,0,1,0
"1",10,110,3,117000,5,0.09958005987663,9,0,0,"One-Time",1,0,0,NA,0,1,0,0
"0",7,0,0,52800,11,0.18881807347531,11,0,0,"Recurring",2,4,0,NA,0,0,1,0
"1",5,0,0,21600,12,0.196630160067397,14,0,0,"One-Time",0,2,0,NA,0,1,0,0
"1",10,0,0,51606,14,0.110234694470823,16,0,1,"Recurring",1,0,0,NA,0,0,1,0
"1",7,0,0,59800,23,0.262579904933617,12,0,0,"Billing",4,1,0,NA,1,0,0,0
"1",23,0,0,41912,3,0.128542799885485,11,0,1,"Recurring",2,3,0,NA,0,0,1,0
"1",19,0,0,62868,4,0.0672557507244303,11,0,1,"Recurring",0,0,0,NA,0,0,1,0
"1",8,52,4,71916,6,0.163673632507832,2,0,1,"Billing",1,0,0,NA,1,0,0,0
"0",7,10,1,22140,8,0.350205962438037,15,0,1,"Recurring",10,0,0,NA,0,0,1,0
"0",2,10,0,62400,7,0.130516570044129,2,0,1,"No ACH",3,0,0,NA,0,0,0,1
"0",7,0,0,98800,3,0.0827158994291267,7,0,0,"Recurring",0,0,0,NA,0,0,1,0
"0",10,0,0,68400,9,0.230481888050837,10,1,1,"Recurring",10,8,0,NA,0,0,1,0
"1",5,12,0,37200,9,0.130516570044129,13,0,1,"Recurring",1,0,0,NA,0,0,1,0
"0",5,0,0,59800,5,0.0811867373935477,6,1,1,"Recurring",2,1,0,NA,0,0,1,0
"0",10,10,3,67200,5,0.147258283278434,6,0,1,"Recurring",0,0,0,NA,0,0,1,0
"0",5,0,0,85200,6,0.117313924568525,7,0,1,"Billing",1,6,0,NA,1,0,0,0
"1",15,0,0,59800,9,0.110199902789125,4,0,1,"Billing",1,10,0,NA,1,0,0,0
"0",10,30,3,125440,11,0.374292948338092,16,1,1,"Recurring",1,1,0,NA,0,0,1,0
"0",9,10,0,72800,3,0.130516570044129,3,1,1,"One-Time",0,3,0,NA,0,1,0,0
"0",3,13,1,59800,4,0.162534922375075,7,0,0,"Recurring",1,7,0,NA,0,0,1,0
"1",12,38,4,59800,6,0.150934447312495,5,0,1,"One-Time",6,3,0,NA,0,1,0,0
"1",10,0,0,42084,5,0.130279977430589,14,0,0,"Recurring",2,6,0,NA,0,0,1,0
"0",6,13,0,49200,6,0.353630066209958,16,0,0,"Recurring",1,3,0,NA,0,0,1,0
"1",6,74,3,98400,5,0.129377362527637,6,0,1,"Recurring",0,1,0,NA,0,0,1,0
"0",7,10,1,59800,4,0.274453805511923,8,0,1,"Recurring",1,0,0,NA,0,0,1,0
"1",14,0,0,38636,9,0.12639751552795,15,0,0,"One-Time",1,0,0,NA,0,1,0,0
"0",4,3,0,39000,4,0.130516570044129,6,0,1,"Recurring",0,1,0,NA,0,0,1,0
"0",10,0,0,43680,7,0.393131868131868,11,0,1,"Billing",1,0,0,NA,1,0,0,0
"1",5,74,2,38844,4,0.130516570044129,11,0,1,"Billing",4,9,0,NA,1,0,0,0
"0",5,13,2,59800,18,0.130516570044129,11,0,1,"Recurring",4,0,0,NA,0,0,1,0
"0",8,0,0,98400,3,0.130516570044129,11,0,0,"Recurring",4,0,0,NA,0,0,1,0
"0",9,12,1,102908,19,0.179996629276605,11,0,1,"One-Time",4,2,0,NA,0,1,0,0
"0",11,0,0,52000,8,0.11881950796784,15,0,1,"Recurring",0,0,0,NA,0,0,1,0
"0",9,13,2,77756,12,0.130516570044129,11,0,0,"One-Time",5,0,0,NA,0,1,0,0
"1",6,12,0,66680,32,0.176890688670694,13,1,0,"Recurring",1,1,0,NA,0,0,1,0
"1",9,38,5,67600,8,0.130516570044129,11,0,0,"Recurring",3,3,0,NA,0,0,1,0
"0",13,0,0,29120,7,0.38607334157396,13,0,0,"Recurring",0,0,0,NA,0,0,1,0
"0",10,0,0,34800,9,0.447586206896552,12,0,0,"Recurring",1,3,0,NA,0,0,1,0
"1",7,43,3,88992,6,0.128505933117584,13,0,1,"One-Time",10,10,0,NA,0,1,0,0
"1",5,0,0,49088,2,0.174773893913469,5,0,1,"One-Time",1,5,0,NA,0,1,0,0
"0",8,0,0,137064,5,0.117580108562423,5,0,1,"Recurring",1,3,0,NA,0,0,1,0
"1",6,0,0,59800,6,0.0283305935434228,15,0,1,"Recurring",0,0,0,NA,0,0,1,0
